1142,1137,"pneumococcal vaccine","fever","60 very common","","","","","",""
973,710,"naphazoline hydrochloride","decr body temperature","40 poss","","","","","",""
973,560,"naphazoline hydrochloride","CNS depression","40 poss","","","","","",""
973,463,"naphazoline hydrochloride","cardiac irregularity","40 poss","","","","","",""
973,376,"naphazoline hydrochloride","blurred vision","40 poss","","","","","",""
973,1444,"naphazoline hydrochloride","hyperglycaemia","40 poss","","","","","",""
973,2273,"naphazoline hydrochloride","mydriasis","40 poss","","","","","",""
976,3534,"naproxen","tinnitus","40 poss","","","","","",""
976,2171,"naproxen","MI","40 poss","","","","","",""
976,2432,"naproxen","obstruction","40 poss","","","","","",""
976,2460,"naproxen","oedema","40 poss","","","","","",""
976,2470,"naproxen","oesophagitis","40 poss","","","","","",""
976,2585,"naproxen","pancreatitis","40 poss","","","","","",""
976,2590,"naproxen","papillitis","40 poss","","","","","",""
976,2963,"naproxen","rash","40 poss","","","","","",""
976,3015,"naproxen","renal failure","40 poss","","","","","",""
976,3078,"naproxen","retrobulbar optic neuritis","40 poss","","","","","",""
976,3365,"naproxen","stroke","40 poss","","","","","",""
976,3774,"naproxen","visual disturbance","40 poss","","","","","",""
976,1932,"naproxen","jaundice","40 poss","","","","","",""
976,937,"naproxen","dyspnoea","40 poss","","","","","",""
976,3359,"naproxen","stomatitis","40 poss","","","","","",""
976,1222,"naproxen","GI bleed","40 poss","","","","","",""
976,264,"naproxen","aseptic meningitis ","40 poss","","","","","",""
976,368,"naproxen","blood dyscrasia","40 poss","","","","","",""
976,890,"naproxen","dizziness","40 poss","","","","","",""
976,899,"naproxen","drowsiness","40 poss","","","","","",""
976,1195,"naproxen","gastritis","40 poss","","","","","",""
976,1131,"naproxen","female infertility","40 poss","","","","","",""
976,1927,"naproxen","itching","40 poss","","","","","",""
976,1232,"naproxen","GI perforation","40 poss","","","","","",""
976,1233,"naproxen","GI ulcer","40 poss","","","","","",""
976,1234,"naproxen","GI upset","40 poss","","","","","",""
976,1316,"naproxen","headache","40 poss","","","","","",""
976,1317,"naproxen","hearing disorder","40 poss","","","","","",""
976,1359,"naproxen","hepatitis","40 poss","","","","","",""
976,1755,"naproxen","incr risk thrombotic events","40 poss","","","","","",""
976,1818,"naproxen","inflammation","40 poss","","","","","",""
979,1467,"naratriptan","hypersensitivity","40 poss","","","","","",""
979,3530,"naratriptan","tingling","40 poss","","","","","",""
979,3529,"naratriptan","tightness","40 poss","","","","","",""
979,2799,"naratriptan","pressure sensation","40 poss","","","","","",""
979,2110,"naratriptan","malaise","40 poss","","","","","",""
979,1329,"naratriptan","heaviness","40 poss","","","","","",""
979,890,"naratriptan","dizziness","40 poss","","","","","",""
979,1327,"naratriptan","heat sensation","40 poss","","","","","",""
979,1234,"naratriptan","GI upset","40 poss","","","","","",""
979,1116,"naratriptan","fatigue","40 poss","","","","","",""
979,899,"naratriptan","drowsiness","40 poss","","","","","",""
979,2490,"naratriptan","Ophthalmological effects","40 poss","","","","","",""
980,3662,"natalizumab","urinary disorder","40 poss","","","","","",""
980,2147,"natalizumab","menstrual","40 poss","","","","","",""
980,2242,"natalizumab","muscle cramps","40 poss","","","","","",""
980,2402,"natalizumab","night sweats","40 poss","","","","","",""
980,2494,"natalizumab","opportunistic infection","40 poss","","","","","",""
980,2729,"natalizumab","PML","40 poss","","","","","",""
980,2842,"natalizumab","pruritus","40 poss","","","","","",""
980,2914,"natalizumab","pyrexia","40 poss","","","","","",""
980,2039,"natalizumab","liver injury","40 poss","","","","","",""
980,3105,"natalizumab","rigors","40 poss","","","","","",""
980,3323,"natalizumab","somnolence","40 poss","","","","","",""
980,3808,"natalizumab","weight change","40 poss","","","","","",""
980,2963,"natalizumab","rash","40 poss","","","","","",""
980,833,"natalizumab","dermatitis","40 poss","","","","","",""
980,3682,"natalizumab","urticaria","40 poss","","","","","",""
980,257,"natalizumab","arthralgia","40 poss","","","","","",""
980,517,"natalizumab","chest pain","40 poss","","","","","",""
980,1829,"natalizumab","infusion related reaction","40 poss","","","","","",""
980,6,"natalizumab","Ab formation","40 poss","","","","","",""
980,890,"natalizumab","dizziness","40 poss","","","","","",""
980,1007,"natalizumab","eosinophilia","40 poss","","","","","",""
980,1065,"natalizumab","extremity pain","40 poss","","","","","",""
980,1116,"natalizumab","fatigue","40 poss","","","","","",""
980,1234,"natalizumab","GI upset","40 poss","","","","","",""
980,1279,"natalizumab","haematological effects","40 poss","","","","","",""
980,1316,"natalizumab","headache","40 poss","","","","","",""
980,1467,"natalizumab","hypersensitivity","40 poss","","","","","",""
980,1566,"natalizumab","immune reconstitution inflammatory syndrome","40 poss","","","","","",""
980,829,"natalizumab","depression","40 poss","","","","","",""
981,1116,"nebivolol","fatigue","40 poss","","","","","",""
981,2460,"nebivolol","oedema","40 poss","","","","","",""
981,2268,"nebivolol","myalgia","40 poss","","","","","",""
981,1777,"nebivolol","incr sweating","40 poss","","","","","",""
981,1497,"nebivolol","hypo/ paraesthesia","40 poss","","","","","",""
981,1234,"nebivolol","GI upset","40 poss","","","","","",""
981,890,"nebivolol","dizziness","40 poss","","","","","",""
981,517,"nebivolol","chest pain","40 poss","","","","","",""
981,421,"nebivolol","bronchitis","40 poss","","","","","",""
981,399,"nebivolol","bradycardia","40 poss","","","","","",""
981,260,"nebivolol","arthrosis","40 poss","","","","","",""
981,1316,"nebivolol","headache","40 poss","","","","","",""
981,937,"nebivolol","dyspnoea","40 poss","","","","","",""
982,2685,"nedocromil sodium","pharyngitis","40 poss","","","","","",""
982,3443,"nedocromil sodium","taste disturbance","40 poss","","","","","",""
982,1316,"nedocromil sodium","headache","40 poss","","","","","",""
982,1234,"nedocromil sodium","GI upset","40 poss","","","","","",""
982,661,"nedocromil sodium","cough","40 poss","","","","","",""
982,423,"nedocromil sodium","bronchospasm","40 poss","","","","","",""
983,3323,"neisseria meningitidis vaccine","somnolence","40 poss","","","","","",""
983,3285,"neisseria meningitidis vaccine","skin reaction","40 poss","","","","","",""
983,3149,"neisseria meningitidis vaccine","sedation","40 poss","","","","","",""
983,705,"neisseria meningitidis vaccine","decr appetite","40 poss","","","","","",""
983,3096,"neisseria meningitidis vaccine","Rhinitis","40 poss","","","","","",""
983,2351,"neisseria meningitidis vaccine","nephrotic syndrome relapse","40 poss","","","","","",""
983,3055,"neisseria meningitidis vaccine","restlessness","40 poss","","","","","",""
983,2963,"neisseria meningitidis vaccine","rash","40 poss","","","","","",""
983,2685,"neisseria meningitidis vaccine","pharyngitis","40 poss","","","","","",""
983,3497,"neisseria meningitidis vaccine","thrombocytopenic purpura","40 poss","","","","","",""
983,1589,"neisseria meningitidis vaccine","impaired sleeping","40 poss","","","","","",""
983,1445,"neisseria meningitidis vaccine","hyperhidrosis","40 poss","","","","","",""
983,1316,"neisseria meningitidis vaccine","headache","40 poss","","","","","",""
983,1234,"neisseria meningitidis vaccine","GI upset","40 poss","","","","","",""
983,937,"neisseria meningitidis vaccine","dyspnoea","40 poss","","","","","",""
983,661,"neisseria meningitidis vaccine","cough","40 poss","","","","","",""
983,320,"neisseria meningitidis vaccine","behavioural change crying","40 poss","","","","","",""
983,235,"neisseria meningitidis vaccine","apnoea","40 poss","","","","","",""
983,126,"neisseria meningitidis vaccine","agitation","40 poss","","","","","",""
983,1915,"neisseria meningitidis vaccine","irritability","40 poss","","","","","",""
983,1137,"neisseria meningitidis vaccine","fever","40 poss","","","","","",""
984,3050,"neomycin sulfate","respiratory paralysis","40 poss","","","","","",""
984,3397,"neomycin sulfate","superinfection","40 poss","","","","","",""
984,2371,"neomycin sulfate","neuromuscular blockade","40 poss","","","","","",""
984,2109,"neomycin sulfate","malabsorption syndrome","40 poss","","","","High dose","",""
984,1234,"neomycin sulfate","GI upset","40 poss","","","","","",""
984,2545,"neomycin sulfate","Oto/ neuro/ nephrotoxicity","40 poss","","","","","",""
985,2241,"neostigmine methylsulfate","Muscarinic and nicotinic effects","40 poss","","","","","",""
987,2734,"nevirapine","pneumocystis pneumonia","40 poss","","","","","",""
987,1255,"nevirapine","granulocytopenia","40 poss","","","","","",""
987,1316,"nevirapine","headache","40 poss","","","","","",""
987,1369,"nevirapine","hepatocellular adenomas","40 poss","","","","","",""
987,1380,"nevirapine","hepatotoxicity","40 poss","","","","","",""
987,1565,"nevirapine","immune reactivation syndrome","40 poss","","","","","",""
987,1932,"nevirapine","jaundice","40 poss","","","","","",""
987,2268,"nevirapine","myalgia","40 poss","","","","","",""
987,2963,"nevirapine","rash","40 poss","","","","","",""
987,3285,"nevirapine","skin reaction","40 poss","","","Y","","",""
987,3323,"nevirapine","somnolence","40 poss","","","","","",""
987,1137,"nevirapine","fever","40 poss","","","","","",""
987,2028,"nevirapine","lipodystrophy","40 poss","","","","","",""
987,368,"nevirapine","blood dyscrasia","40 poss","","","","","",""
987,1234,"nevirapine","GI upset","40 poss","","","","","",""
987,190,"nevirapine","anaphylactic reaction","40 poss","","","","","",""
987,1213,"nevirapine","generalised/ focal mycobacterial infections","40 poss","","","","","",""
987,205,"nevirapine","angioedema","40 poss","","","","","",""
987,293,"nevirapine","autoimmune disorder","40 poss","","","","","",""
987,449,"nevirapine","carcinomas","40 poss","","","","","",""
987,558,"nevirapine","CMV retinitis","40 poss","","","","","",""
987,765,"nevirapine","decr Phosphate","40 poss","","","","","",""
987,898,"nevirapine","DRESS","40 poss","","","Y","","",""
987,970,"nevirapine","elevated BP","40 poss","","","","","",""
987,1113,"nevirapine","fatal fulminant hepatitis","40 poss","","","","","",""
987,1116,"nevirapine","fatigue","40 poss","","","","","",""
987,257,"nevirapine","arthralgia","40 poss","","","","","",""
988,3813,"nicorandil","weight loss","40 poss","","","","","",""
988,2268,"nicorandil","myalgia","40 poss","","","","","",""
988,1671,"nicorandil","incr HR","40 poss","","","","","",""
988,1810,"nicorandil","infection","40 poss","","","","","",""
988,1996,"nicorandil","lethargy","40 poss","","","","","",""
988,2218,"nicorandil","mouth ulcer","40 poss","","","Y","","",""
988,2229,"nicorandil","mucosal ulcer","40 poss","","","Y","","",""
988,2583,"nicorandil","palpitation","40 poss","","","","","",""
988,3035,"nicorandil","respiratory disorder","40 poss","","","","","",""
988,3268,"nicorandil","Skin discolouration","40 poss","","","Y","","",""
988,3359,"nicorandil","stomatitis","40 poss","","","Y","","",""
988,3723,"nicorandil","vasodilatation","40 poss","","","","","",""
988,3807,"nicorandil","weakness","40 poss","","","","","",""
988,1316,"nicorandil","headache","40 poss","","","","","",""
988,3747,"nicorandil","vertigo","40 poss","","","","","",""
988,517,"nicorandil","chest pain","40 poss","","","","","",""
988,1449,"nicorandil","hyperkalaemia","40 poss","","","","","",""
988,1476,"nicorandil","hypertension","40 poss","","","","","",""
988,197,"nicorandil","angina","40 poss","","","","","",""
988,421,"nicorandil","bronchitis","40 poss","","","","","",""
988,608,"nicorandil","conjunctival","40 poss","","","Y","","",""
988,631,"nicorandil","corneal","40 poss","","","Y","","",""
988,1234,"nicorandil","GI upset","40 poss","","","","","",""
988,890,"nicorandil","dizziness","40 poss","","","","","",""
988,937,"nicorandil","dyspnoea","40 poss","","","","","",""
988,1164,"nicorandil","flushing","40 poss","","","","","",""
988,1233,"nicorandil","GI ulcer","40 poss","","","","","",""
988,860,"nicorandil","diplopia","40 poss","","","","","",""
988,304,"nicorandil","back pain","40 poss","","","","","",""
988,1294,"nicorandil","haemorrhage","40 poss","","","","","",""
989,2711,"nicotine","pinching sensation","40 poss","","","","","",""
989,2460,"nicotine","oedema","40 poss","","","","","",""
989,2327,"nicotine","nausea","40 poss","","","","","",""
989,2245,"nicotine","muscle pain","40 poss","","","","","",""
989,1576,"nicotine","impaired concentration","40 poss","","","","","",""
989,2842,"nicotine","pruritus","40 poss","","","","","",""
989,3747,"nicotine","vertigo","40 poss","","","","","",""
989,2211,"nicotine","motor dysfunction","40 poss","","","","","",""
989,2963,"nicotine","rash","40 poss","","","","","",""
989,3297,"nicotine","sleep disturbance","40 poss","","","","","",""
989,3323,"nicotine","somnolence","40 poss","","","","","",""
989,3436,"nicotine","tachycardia","40 poss","","","","","",""
989,3607,"nicotine","tremor","40 poss","","","","","",""
989,1531,"nicotine","hypotension","40 poss","","","","","",""
989,3721,"nicotine","vasculitis","40 poss","","","","","",""
989,932,"nicotine","dyspepsia","40 poss","","","","","",""
989,3796,"nicotine","vomiting","40 poss","","","","","",""
989,3682,"nicotine","urticaria","40 poss","","","","","",""
989,364,"nicotine","blistering","40 poss","","","","","",""
989,12,"nicotine","abdominal pain","40 poss","","","","","",""
989,22,"nicotine","abnormal dreams","40 poss","","","","","",""
989,152,"nicotine","allergy","40 poss","","","","","",""
989,205,"nicotine","angioedema","40 poss","","","","","",""
989,1031,"nicotine","erythema","40 poss","","","","","",""
989,258,"nicotine","arthritis","40 poss","","","","","",""
989,1316,"nicotine","headache","40 poss","","","","","",""
989,395,"nicotine","BP change","40 poss","","","","","",""
989,421,"nicotine","bronchitis","40 poss","","","","","",""
989,435,"nicotine","burning sensation","40 poss","","","","","",""
989,517,"nicotine","chest pain","40 poss","","","","","",""
989,661,"nicotine","cough","40 poss","","","","","",""
989,890,"nicotine","dizziness","40 poss","","","","","",""
989,937,"nicotine","dyspnoea","40 poss","","","","","",""
989,1101,"nicotine","faintness","40 poss","","","","","",""
989,1116,"nicotine","fatigue","40 poss","","","","","",""
